//(x,y,z,usr)
(,,)
(-9.791984E-7,243.7913,-236.00598,2)
(2.150482E-6,258.0785,-220.29185,2)
(2.150482E-6,258.0785,-220.29185,2)
(-2.7084204E-6,340.38736,-430.5473,1)
(5.397014E-6,248.40063,-231.14969,2)
(-2.7083295E-5,263.02585,-214.36066,2)
(-2.7083295E-5,263.02585,-214.36066,2)
(1.917837E-5,311.18497,-400.97745,1)
(-4.024132E-6,220.62152,-253.74663,2)
(-5.2144787E-6,268.3451,-202.61314,2)
(-5.2144787E-6,268.3451,-202.61314,2)
(1.2814825E-6,343.79892,-373.39172,1)
(1.127084E-5,241.84676,-233.60506,2)
(5.3994876E-7,263.4252,-208.96973,2)
(5.3994876E-7,263.4252,-208.96973,2)
(2.2951523E-5,305.47208,-339.88974,1)
(-2.7602073E-6,256.94135,-214.90337,2)
(4.1615567E-6,219.06151,-253.40549,2)
(-1.9508207E-5,347.10757,-297.2449,1)
(4.1615567E-6,219.06151,-253.40549,2)
(3.6894924E-6,267.572,-201.51309,2)
(-1.4784455E-5,249.43944,-223.56714,2)
(-5.2902033E-6,232.81339,-240.83237,2)
(7.6938295E-6,310.64508,-244.09645,1)
(-7.4104714E-6,283.74808,-190.07253,2)
(-1.1197807E-5,244.37744,-238.57947,2)
(-1.1197807E-5,244.37744,-238.57947,2)
(1.8724317E-5,257.97168,-203.61246,1)
(-1.1988759E-5,299.94876,-163.31331,2)
(6.0626917E-7,300.56244,-162.18112,2)
(6.0626917E-7,300.56244,-162.18112,2)
(1.6039487E-5,272.79553,-183.27583,1)
(-3.848636E-6,278.5518,-220.67781,2)
(2.6790076E-6,246.81375,-255.68097,2)
(1.1503579E-5,228.14331,-272.47098,2)
(1.4984357E-6,214.8491,-139.35797,1)
(3.99501E-6,231.75294,-269.40738,2)
(7.561793E-6,284.03314,-213.57666,2)
(7.561793E-6,284.03314,-213.57666,2)
(4.575292E-6,197.91861,-53.869026,1)
(-7.552862E-6,337.74896,-269.6056,2)
(-1.8984883E-6,339.99402,-266.7689,2)
(-1.8984883E-6,339.99402,-266.7689,2)
(7.707085E-6,191.02377,-74.72325,1)
(1.0423254E-5,358.99695,-240.58844,2)
(5.585152E-6,339.55817,-267.32355,2)
(5.585152E-6,339.55817,-267.32355,2)
(3.6229449E-6,189.95258,-19.12756,1)
(2.027824E-5,343.56418,-338.39502,2)
(-2.842744E-5,355.3184,-326.03128,2)
(-1.567856E-5,353.63608,-327.8553,2)
(-4.1859353E-6,196.74783,39.33396,1)
(5.9715967E-6,348.15967,-333.66513,2)
(-6.539339E-6,359.4028,-321.5233,2)
(-6.539339E-6,359.4028,-321.5233,2)
(-3.9545716E-6,196.41722,40.952938,1)
(-1.7353013E-5,439.34448,-353.48587,2)
(8.6765795E-8,387.09753,-410.0382,2)
(8.6765795E-8,387.09753,-410.0382,2)
(4.4068656E-7,171.54266,62.934845,1)
(-3.713714E-5,367.65353,-427.5589,2)
(1.0701187E-5,448.11652,-342.29718,2)
(-2.41409E-6,497.6061,-265.26202,2)
(6.292034E-6,187.75365,-8.883286,1)
(-8.39922E-6,445.0103,-499.49734,2)
(-1.104796E-5,437.89145,-505.74988,2)
(1.639787E-6,187.51262,-13.013867,1)
(-1.104796E-5,437.89145,-505.74988,2)
(-8.394562E-6,452.10413,-493.08582,2)
(7.79255E-7,405.2888,-532.2338,2)
(7.79255E-7,405.2888,-532.2338,2)
(-3.3098397E-6,201.11758,-45.589626,1)
(-1.5763362E-6,510.0947,-443.99496,2)
(-3.8796497E-5,512.96924,-440.67062,2)
(1.1380653E-5,203.75479,-31.791521,1)
(-3.8796497E-5,512.96924,-440.67062,2)
(-5.1212555E-6,406.2294,-540.6531,2)
(-1.2290548E-6,301.3551,-605.4033,2)
(-1.2290548E-6,301.3551,-605.4033,2)
(-7.555763E-6,195.07573,-71.113335,1)
(9.833857E-6,333.22974,-584.4793,2)
(-2.044908E-6,345.52396,-577.2966,2)
(-2.3657849E-5,385.44254,-551.4456,2)
(-8.159702E-6,201.13261,-38.877888,1)
(7.0660462E-6,384.5277,-552.08386,2)
(2.4645524E-5,346.6399,-576.6272,2)
(-3.220186E-5,368.0246,-566.7111,2)
(-3.922121E-6,199.95992,-44.517883,1)
(2.0311563E-6,439.24872,-513.48236,2)
(9.058712E-6,456.15543,-498.52365,2)
(9.058712E-6,456.15543,-498.52365,2)
(3.3258038E-6,442.00363,-511.11304,2)
(-3.6459096E-6,439.10056,-513.60895,2)
(-3.6459096E-6,439.10056,-513.60895,2)
(-5.1232882E-6,200.61383,-37.664925,1)
(9.814538E-7,445.20132,-494.62537,2)
(2.63987E-5,407.45554,-526.1543,2)
(2.63987E-5,407.45554,-526.1543,2)
(-3.268564E-5,417.21643,-518.4485,2)
(1.1870902E-5,201.4816,-32.70643,1)
(-1.4850702E-5,390.5846,-538.7969,2)
(-1.4850702E-5,390.5846,-538.7969,2)
(-2.338652E-6,193.74574,-33.397644,1)
(1.791217E-5,433.98364,-485.00858,2)
(-6.908049E-6,423.1947,-494.45044,2)
(-6.908049E-6,423.1947,-494.45044,2)
(6.0079033E-6,439.78296,-479.7562,2)
(1.5468163E-6,196.70732,-26.13373,1)
(-1.9188044E-5,425.5579,-492.41794,2)
(-1.9188044E-5,425.5579,-492.41794,2)
(4.76929E-6,196.52545,-27.467905,1)
(3.2408025E-5,455.92212,-461.41544,2)
(-5.296657E-5,468.9388,-448.1802,2)
(-3.4255982E-6,181.4752,-14.222589,1)
(-5.296657E-5,468.9388,-448.1802,2)
(-1.0986514E-5,444.37216,-472.54886,2)
(-9.8259625E-6,392.47046,-516.4649,2)
(-9.8259625E-6,392.47046,-516.4649,2)
(1.8145693E-6,177.78096,-39.10818,1)
(-5.5159035E-7,424.9927,-485.59677,2)
(-2.7647184E-5,441.31778,-470.80954,2)
(-2.7647184E-5,441.31778,-470.80954,2)
(2.1206802E-6,180.88448,-15.025533,1)
(-8.805364E-6,416.35544,-493.0225,2)
(1.481756E-5,420.22693,-489.7267,2)
(1.481756E-5,420.22693,-489.7267,2)
(7.260048E-6,184.55768,-29.605425,1)
(-1.2963501E-5,418.1255,-486.66898,2)
(6.207374E-6,406.4297,-496.47812,2)
(6.207374E-6,406.4297,-496.47812,2)
(6.8082336E-6,182.52206,-40.29523,1)
(-1.3495483E-5,396.0684,-504.78253,2)
(1.2165547E-5,389.3345,-509.9943,2)
(-8.606043E-6,200.99155,-38.73547,1)
(1.2165547E-5,389.3345,-509.9943,2)
(-1.6476297E-5,286.96164,-446.338,2)
(-2.6131966E-6,261.33157,-461.81204,2)
(-2.6131966E-6,261.33157,-461.81204,2)
(4.261892E-7,221.27902,-57.92176,1)
(8.780334E-6,260.3162,-462.3851,2)
(3.3213291E-6,267.21332,-458.43375,2)
(3.3213291E-6,267.21332,-458.43375,2)
(3.5616927E-6,221.43686,-57.31517,1)
(5.4803963E-6,159.78854,-383.24,2)
(-2.080822E-5,194.07428,-367.07013,2)
(-2.080822E-5,194.07428,-367.07013,2)
(2.3778266E-5,202.24252,-362.6338,2)
(-3.3836977E-6,231.79965,-56.17927,1)
(-1.2691216E-5,201.76076,-362.90207,2)
(-1.2691216E-5,201.76076,-362.90207,2)
(-4.0829946E-6,143.72812,-389.2683,2)
(5.258721E-6,229.3792,-48.627975,1)
(-1.4668393E-5,230.31013,-345.1736,2)
(-1.4668393E-5,230.31013,-345.1736,2)
(-2.2478525E-6,196.83223,-127.42281,1)
(4.9659957E-6,295.6429,-291.1749,2)
(-7.5760727E-6,293.8286,-175.353,2)
(1.794169E-5,181.50056,-292.7866,1)
(-7.5760727E-6,293.8286,-175.353,2)
(9.44783E-8,290.33124,-181.08472,2)
(6.0375896E-7,170.60226,-296.61215,2)
(-4.019093E-6,66.76605,-335.5982,2)
(7.206404E-7,140.82263,-314.38104,1)
(5.086258E-6,82.81283,-332.0029,2)
(-1.1295197E-6,84.87537,-331.48154,2)
(2.6908879E-6,113.98018,-309.6352,2)
(1.2105425E-5,445.29034,-92.169235,1)
(-1.5562455E-6,98.51245,-314.89795,2)
(-3.5089215E-7,115.644714,-309.0174,2)
(-2.302359E-6,120.831894,-307.02628,2)
(5.7486454E-6,418.34875,-387.09546,1)
(4.3899945E-7,120.34657,-307.21677,2)
(-5.3121903E-6,117.85875,-308.17972,2)
(-5.3121903E-6,117.85875,-308.17972,2)
(-1.9307041E-5,469.35242,-323.3679,1)
(3.4156346E-6,227.00722,-267.87216,2)
(-2.1066626E-6,243.1103,-253.34785,2)
(-2.1066626E-6,243.1103,-253.34785,2)
(1.3450305E-5,476.12122,-410.62592,1)
(1.1079737E-5,222.75348,-271.4197,2)
(4.9543314E-6,316.9264,-151.14703,2)
(-5.001957E-6,322.2035,-152.65889,2)
(1.1531247E-5,264.4398,-239.14735,2)
(1.4556144E-6,56.05847,-254.54004,1)
(-9.761925E-6,277.57175,-223.77168,2)
(-9.761925E-6,277.57175,-223.77168,2)
(3.6092142E-6,78.460236,-248.55017,1)
(-9.761925E-6,277.57175,-223.77168,2)
(3.728357E-7,69.05139,-253.99951,1)
(-5.176698E-6,243.37166,-270.05795,2)
(-5.176698E-6,243.37166,-270.05795,2)
(-5.176698E-6,243.37166,-270.05795,2)
(-5.0460944E-6,250.7479,-263.22357,2)
(2.3836765E-6,250.81696,-263.15765,2)
(7.601193E-6,256.98334,-257.13934,2)
(-2.3254513E-6,52.010212,-261.32892,1)
(4.6149216E-6,258.86288,-255.24715,2)
(1.8115679E-6,254.86143,-259.24268,2)
(5.1714323E-6,259.51132,-261.34552,2)
(-2.981633E-6,30.138536,-264.74432,1)
(9.949417E-6,254.00612,-266.69925,2)
(9.949417E-6,254.00612,-266.69925,2)
(-1.1667851E-6,66.56125,-266.16504,1)
(8.627466E-8,260.86133,-259.99802,2)
(-1.8512945E-6,251.42488,-240.87337,2)
(-1.8512945E-6,251.42488,-240.87337,2)
(6.191203E-6,84.366394,-294.02313,1)
(1.7437923E-6,240.46327,-251.81702,2)
(1.0550939E-5,229.76602,-261.61426,2)
(1.0550939E-5,229.76602,-261.61426,2)
(4.4342596E-6,58.90459,-300.16254,1)
(-3.7616699E-6,235.48854,-256.47534,2)
(6.4680353E-6,239.45801,-252.77322,2)
(6.4680353E-6,239.45801,-252.77322,2)
(7.1525767E-7,105.84745,-289.0981,1)
(4.2700412E-6,223.32967,-266.1933,2)
(-3.8980943E-6,207.98029,-278.35092,2)
(-3.8980943E-6,207.98029,-278.35092,2)
(2.1128176E-6,91.21337,-294.0434,1)
(2.5907138E-6,249.99084,-241.32887,2)
(1.1652445E-5,219.87328,-269.0553,2)
(-1.1131831E-6,117.27961,-260.07465,1)
(-5.238562E-6,218.94453,-264.53934,2)
(-8.039133E-6,256.39224,-228.43115,2)
(5.990878E-6,213.77965,-268.73032,2)
(9.599123E-6,120.94631,-241.7768,1)
(6.3042894E-6,173.37772,-296.4084,2)
(2.7345668E-5,174.48172,-295.75986,2)
(4.0239684E-6,169.72821,-311.95004,2)
(-3.745772E-6,152.10547,-320.91177,2)
(-1.2117412E-6,95.7106,-252.83096,1)
(9.218638E-8,166.95837,-313.44122,2)
(1.31190245E-5,312.99265,-167.79784,2)
(1.31190245E-5,312.99265,-167.79784,2)
(5.6577136E-7,111.488,-230.35878,1)
(-1.119588E-7,289.0751,-206.29128,2)
(-3.5924495E-6,185.4516,-302.86655,2)
(-2.345114E-6,208.16037,-290.88718,2)
(-3.5437786E-6,49.806103,-287.3842,1)
(-8.305814E-6,230.95872,-273.13757,2)
(-7.1484465E-7,295.14465,-202.0786,2)
(-7.1484465E-7,295.14465,-202.0786,2)
(2.9316536E-7,86.52638,-278.53812,1)
(-3.0757838E-6,252.28874,-253.56754,2)
(-1.0882758E-5,272.11383,-228.24031,2)
(-1.0882758E-5,272.11383,-228.24031,2)
(1.9668828E-6,119.327705,-269.16898,1)
(-8.250572E-7,262.83298,-238.8689,2)
(-2.9649527E-7,278.94232,-219.84274,2)
(-2.9649527E-7,278.94232,-219.84274,2)
(-4.0513564E-6,118.67053,-283.21347,1)
(-7.673589E-6,281.6093,-216.41576,2)
(1.7247839E-6,275.45682,-224.19443,2)
(5.9363083E-6,246.4318,-249.06502,2)
(5.9363083E-6,246.4318,-249.06502,2)
(-4.611317E-6,141.8259,-272.35635,1)
(4.1315798E-6,245.34131,-250.13936,2)
(4.1315798E-6,245.34131,-250.13936,2)
(-1.5840013E-5,128.16963,-295.0713,1)
(4.74276E-6,248.66006,-246.84044,2)
(5.629517E-6,258.92795,-234.92825,2)
(5.629517E-6,258.92795,-234.92825,2)
(4.7394133E-6,252.36336,-241.96626,2)
(4.8955358E-6,184.15186,-263.7851,1)
(4.0007217E-6,266.58624,-226.20058,2)
(4.0007217E-6,266.58624,-226.20058,2)
(-2.3517714E-6,251.0896,-243.28783,2)
(6.638062E-7,164.72931,-283.83218,1)
(-5.975016E-6,258.01987,-230.67097,2)
(-5.975016E-6,258.01987,-230.67097,2)
(6.3578964E-6,143.01802,-285.73245,1)
(-1.1832889E-6,247.84642,-241.56886,2)
(3.0235242E-6,253.81526,-235.28957,2)
(3.0235242E-6,253.81526,-235.28957,2)
(5.6967565E-6,138.3795,-288.00745,1)
(5.7113357E-6,266.54694,-220.76256,2)
(2.5270856E-6,262.05026,-219.4475,2)
(2.5270856E-6,262.05026,-219.4475,2)
(5.822658E-6,246.59358,-236.68355,2)
(2.5834764E-8,175.72752,-244.95624,1)
(5.4005063E-6,245.30873,-238.01501,2)
(5.4005063E-6,245.30873,-238.01501,2)
(1.4217079E-6,163.25412,-245.10251,1)
(2.234592E-6,244.07387,-239.28113,2)
(3.8433427E-6,228.55383,-255.30171,2)
(1.9798972E-6,244.10379,-240.47693,2)
(-1.7901765E-6,248.28157,-236.16122,2)
(-3.877468E-6,163.28119,-245.08452,1)
(1.5340629E-6,243.18814,-241.40283,2)
(1.5340629E-6,243.18814,-241.40283,2)
(-2.7883652E-6,258.108,-225.37984,2)
(-8.477328E-6,159.37318,-256.98618,1)
(-7.024937E-6,245.6249,-236.09415,2)
(-7.024937E-6,245.6249,-236.09415,2)
(-3.6610966E-6,160.53278,-261.03244,1)
(-6.3252446E-6,206.66994,-270.84964,2)
(-2.8717113E-6,238.39429,-243.39313,2)
(-2.8717113E-6,238.39429,-243.39313,2)
(3.6289878E-6,160.6902,-260.93552,1)
(-5.521533E-6,276.7291,-198.72847,2)
(3.632158E-7,247.93318,-235.72408,2)
(3.632158E-7,247.93318,-235.72408,2)
(3.9784933E-7,257.00803,-225.79543,2)
(-2.0382483E-6,163.47163,-260.83728,1)
(-1.2363125E-6,251.24901,-232.18663,2)
(-1.2363125E-6,251.24901,-232.18663,2)
(-5.2996616E-6,243.35234,-240.45023,2)
(2.4818382E-7,163.72153,-260.6805,1)
(-2.6004162E-5,228.23773,-267.6428,2)
(-2.6004162E-5,228.23773,-267.6428,2)
(-1.4986035E-5,201.16992,-288.5408,2)
(-7.5602776E-7,174.51628,-244.77107,1)
(1.7086131E-5,167.01947,-309.5636,2)
(1.7086131E-5,167.01947,-309.5636,2)
(-8.39158E-6,241.07619,-256.1393,2)
(8.675458E-7,167.47397,-256.87698,1)
(-1.1928023E-6,303.87082,-207.48912,2)
(-1.1928023E-6,303.87082,-207.48912,2)
(-2.8231443E-6,301.91556,-210.3242,2)
(3.7377568E-8,167.32294,-256.97543,1)
(4.473433E-6,160.08292,-256.95984,1)
(1.7337152E-6,288.24338,-228.70279,2)
(1.7337152E-6,288.24338,-228.70279,2)
(-3.7229802E-6,302.72287,-209.16039,2)
(-3.406299E-6,158.37862,-253.34523,1)
(5.7665598E-6,223.99489,-278.08914,2)
(5.7665598E-6,223.99489,-278.08914,2)
(6.0953967E-6,237.64343,-266.51987,2)
(1.6778358E-7,229.08055,-273.91483,2)
(1.6778358E-7,229.08055,-273.91483,2)
(2.54804E-7,214.13077,-285.75394,2)
(-7.3373394E-7,158.3792,-253.34483,1)
(3.2148455E-6,228.54303,-279.36356,2)
(3.2148455E-6,228.54303,-279.36356,2)
(-1.870354E-5,257.7634,-252.65376,2)
(-1.4345143E-6,162.69025,-257.11008,1)
(-2.9971852E-6,270.9058,-238.50781,2)
(8.079077E-6,275.35318,-233.35927,2)
(-3.2683663E-6,157.31728,-249.44727,1)
(-4.0534724E-6,265.75378,-244.23528,2)
(-3.4202455E-6,271.9231,-250.34496,2)
(-3.4202455E-6,271.9231,-250.34496,2)
(1.5733402E-5,277.58862,-244.04791,2)
(-3.869686E-6,157.1643,-249.54369,1)
(3.7185055E-6,255.05453,-267.5107,2)
(3.7185055E-6,255.05453,-267.5107,2)
(1.6407846E-5,249.14761,-273.02063,2)
(-3.9469518E-7,162.40941,-249.67352,1)
(-3.3929973E-6,243.53264,-266.15833,2)
(-3.3929973E-6,243.53264,-266.15833,2)
(-8.4562635E-6,253.17693,-257.00156,2)
(-3.6786225E-6,158.58621,-253.66919,1)
(-5.3611802E-6,265.74405,-243.98454,2)
(-5.3611802E-6,265.74405,-243.98454,2)
(8.860151E-6,262.39374,-247.58414,2)
(-4.5030498E-7,159.02606,-253.39369,1)
(-9.539217E-6,265.6491,-238.35556,2)
(3.3521792E-6,258.8171,-245.75699,2)
(-1.9338477E-5,249.38115,-255.32695,2)
(4.9007303E-6,156.41057,-260.88113,1)
(2.4937617E-6,257.3996,-247.24129,2)
(-5.387992E-6,254.32697,-250.40086,2)
(8.576899E-6,254.07271,-250.65881,2)
(2.9325713E-6,156.09631,-261.0693,1)
(6.639457E-6,248.70943,-256.4547,2)
(6.639457E-6,248.70943,-256.4547,2)
(-7.284689E-7,244.97713,-260.0223,2)
(4.6784604E-7,156.96283,-249.03563,1)
(-8.683564E-6,266.14075,-238.31602,2)
(-5.754336E-6,270.4965,-233.36043,2)
(-1.5489059E-6,256.76266,-248.3915,2)
(4.7717376E-6,158.827,-249.07643,1)
(7.5054504E-6,258.87167,-244.04263,2)
(7.5054504E-6,258.87167,-244.04263,2)
(-1.3826175E-5,255.00587,-248.07939,2)
(1.4353167E-6,158.97205,-248.98393,1)
(5.6434146E-8,245.85312,-257.15292,2)
(5.6434146E-8,245.85312,-257.15292,2)
(-1.2212695E-6,247.52397,-255.54498,2)
(-4.785149E-6,156.99611,-253.45772,1)
(1.1932389E-5,269.55423,-230.64217,2)
(1.1932389E-5,269.55423,-230.64217,2)
(1.2249674E-5,314.43604,-164.27202,2)
(-4.705698E-6,160.75294,-257.08957,1)
(-8.342895E-6,344.89395,-83.08727,2)
(2.5487502E-6,343.31607,-89.38344,2)
(-2.5548843E-6,338.07156,-107.53124,2)
(5.612892E-7,160.54184,-257.22134,1)
(3.5858466E-6,193.373,-298.8769,2)
(2.1999767E-6,151.1745,-322.28372,2)
(-2.7972053E-6,124.77134,-333.3956,2)
(-3.8881416E-7,162.57468,-249.5659,1)
(-1.2209421E-6,190.84428,-300.49783,2)
(-1.2209421E-6,190.84428,-300.49783,2)
(-1.2209421E-6,190.84428,-300.49783,2)
(1.4977824E-6,155.09773,-237.78343,1)
(2.1363885E-5,200.07016,-298.27557,2)
(1.4977824E-6,155.09773,-237.78343,1)
(2.1363885E-5,200.07016,-298.27557,2)
(2.1363885E-5,200.07016,-298.27557,2)
(-7.498029E-6,227.11545,-278.2354,2)
(7.319324E-6,149.32895,-249.24814,1)
(-7.498029E-6,227.11545,-278.2354,2)
(-7.498029E-6,227.11545,-278.2354,2)
(1.3939225E-5,245.75371,-260.7735,2)
(-2.732809E-6,150.95685,-249.76802,1)
(1.3939225E-5,245.75371,-260.7735,2)
(1.3939225E-5,245.75371,-260.7735,2)
(2.3635173E-6,253.47044,-253.27925,2)
(-1.9897152E-6,238.3146,-267.58893,2)
(3.4577504E-6,150.5714,-250.00066,1)
(-1.9897152E-6,238.3146,-267.58893,2)
(1.3891112E-5,237.11186,-269.7288,2)
(-3.7164161E-6,151.44867,-249.93083,1)
(1.3891112E-5,237.11186,-269.7288,2)
(1.3891112E-5,237.11186,-269.7288,2)
(-9.750729E-6,221.13222,-282.97742,2)
(-9.750729E-6,221.13222,-282.97742,2)
(7.387023E-7,151.40108,-249.95964,1)
(-9.750729E-6,221.13222,-282.97742,2)
(-1.3365297E-6,228.54036,-278.9688,2)
(-1.3365297E-6,228.54036,-278.9688,2)
(4.12898E-7,160.56178,-248.9576,1)
(-1.3365297E-6,228.54036,-278.9688,2)
(-4.5337856E-6,225.80447,-281.1879,2)
(-4.5337856E-6,225.80447,-281.1879,2)
(3.5810688E-6,156.05626,-257.28873,1)
(-4.5337856E-6,225.80447,-281.1879,2)
(-1.0837574E-5,256.59238,-254.07013,2)
(-1.0837574E-5,256.59238,-254.07013,2)
(1.3579255E-7,156.23448,-257.18054,1)
(-1.0837574E-5,256.59238,-254.07013,2)
(-9.970153E-6,286.17117,-220.22124,2)
(-9.970153E-6,286.17117,-220.22124,2)
(-1.2828667E-6,165.34555,-253.16997,1)
(-1.4377819E-5,280.56183,-227.32439,2)
(-8.768293E-6,229.4633,-276.8372,2)
(-8.768293E-6,229.4633,-276.8372,2)
(-4.137229E-6,165.27354,-249.40514,1)
(-8.768293E-6,229.4633,-276.8372,2)
(-7.6244028E-6,239.5652,-268.1431,2)
(-7.6244028E-6,239.5652,-268.1431,2)
(-3.854079E-6,165.04474,-249.55658,1)
(-7.6244028E-6,239.5652,-268.1431,2)
(-7.035942E-7,263.29358,-246.4581,2)
(-7.035942E-7,263.29358,-246.4581,2)
(-7.035942E-7,263.29358,-246.4581,2)
(2.9424712E-6,168.16222,-253.22017,1)
(-4.682497E-6,228.7784,-278.79303,2)
(-4.682497E-6,228.7784,-278.79303,2)
(-4.682497E-6,228.7784,-278.79303,2)
(1.5349759E-6,164.1556,-245.07495,1)
(-2.235065E-6,245.94585,-263.52878,2)
(-2.235065E-6,245.94585,-263.52878,2)
(-2.235065E-6,245.94585,-263.52878,2)
(-1.0633385E-7,164.06735,-245.13403,1)
(5.0507333E-6,267.2319,-241.91707,2)
(5.0507333E-6,267.2319,-241.91707,2)
(4.14462E-6,162.45528,-253.45197,1)
(5.0507333E-6,267.2319,-241.91707,2)
(7.665494E-7,247.80405,-260.5987,2)
(1.1000656E-5,245.8166,-262.47427,2)
(1.1000656E-5,245.8166,-262.47427,2)
(7.658168E-6,164.58688,-260.67575,1)
(2.1961387E-6,235.87001,-271.4477,2)
(2.7960232E-6,231.58986,-275.1085,2)
(2.7960232E-6,231.58986,-275.1085,2)
(1.7528791E-6,164.09332,-260.9867,1)
(3.7849532E-7,252.83632,-256.34045,2)
(3.7849532E-7,252.83632,-256.34045,2)
(3.7849532E-7,252.83632,-256.34045,2)
(4.9333894E-6,151.83624,-261.11307,1)
(-7.794006E-7,248.65695,-260.39655,2)
(-7.794006E-7,248.65695,-260.39655,2)
(-7.794006E-7,248.65695,-260.39655,2)
(-2.8921574E-8,158.73268,-241.51799,1)
(-1.6391641E-6,250.7254,-257.22177,2)
(-1.6391641E-6,250.7254,-257.22177,2)
(3.063299E-6,158.69785,-241.5408,1)
(-1.6391641E-6,250.7254,-257.22177,2)
(1.1618977E-5,230.41232,-275.5657,2)
(1.1618977E-5,230.41232,-275.5657,2)
(1.1618977E-5,230.41232,-275.5657,2)
(-2.1626397E-6,152.03273,-245.56395,1)
(3.033019E-6,255.02689,-253.9964,2)
(3.033019E-6,255.02689,-253.9964,2)
(3.033019E-6,255.02689,-253.9964,2)
(1.5034058E-6,152.19507,-245.46336,1)
(4.0498708E-6,248.22742,-260.64548,2)
(4.0498708E-6,248.22742,-260.64548,2)
(-3.937821E-6,249.07181,-259.83875,2)
(3.2732057E-6,162.3155,-241.48012,1)
(1.0466647E-6,252.26636,-260.77118,2)
(-4.377589E-6,245.7503,-266.92078,2)
(-4.377589E-6,245.7503,-266.92078,2)
(3.0265937E-6,166.492,-253.15614,1)
(-6.700757E-6,247.39143,-265.40045,2)
(-6.700757E-6,247.39143,-265.40045,2)
(-6.700757E-6,247.39143,-265.40045,2)
(-4.869461E-6,166.3113,-253.27498,1)
(-3.0927547E-6,247.19734,-262.06012,2)
(-3.0927547E-6,247.19734,-262.06012,2)
(-3.0927547E-6,247.19734,-262.06012,2)
(1.7855484E-6,167.158,-249.4625,1)
(3.0310093E-6,240.00124,-268.666,2)
(3.0310093E-6,240.00124,-268.666,2)
(3.0310093E-6,240.00124,-268.666,2)
(-4.3648242E-7,166.03609,-245.20192,1)
(2.5721673E-5,253.79352,-255.02596,2)
(2.5721673E-5,253.79352,-255.02596,2)
(2.5721673E-5,253.79352,-255.02596,2)
(1.8470852E-6,166.32797,-245.00398,1)
(6.748596E-6,245.2092,-263.29037,2)
(6.748596E-6,245.2092,-263.29037,2)
(6.748596E-6,245.2092,-263.29037,2)
(3.5595551E-6,163.32135,-249.50554,1)
(-1.136952E-5,235.41226,-273.01797,2)
(-1.136952E-5,235.41226,-273.01797,2)
(-8.442166E-6,234.67644,-273.6508,2)
(-7.4230843E-7,168.05388,-248.84604,1)
(-8.511088E-6,247.85652,-261.7726,2)
(-1.3555946E-5,254.98804,-254.8311,2)
(-1.3555946E-5,254.98804,-254.8311,2)
(-3.864698E-8,168.10088,-248.81432,1)
(1.7688126E-6,259.55948,-248.70279,2)
(1.7688126E-6,259.55948,-248.70279,2)
(1.7688126E-6,259.55948,-248.70279,2)
(-1.1914846E-6,166.2608,-253.30804,1)
(-4.674439E-6,226.47523,-279.16513,2)
(-4.674439E-6,226.47523,-279.16513,2)
(6.1609484E-7,166.16801,-253.36896,1)
(-4.674439E-6,226.47523,-279.16513,2)
(-5.1002826E-6,239.97006,-268.8809,2)
(-5.1002826E-6,239.97006,-268.8809,2)
(-5.1002826E-6,239.97006,-268.8809,2)
(-5.0655553E-6,163.23613,-249.5613,1)
(-2.1508365E-6,252.54198,-257.1092,2)
(-2.1508365E-6,252.54198,-257.1092,2)
(-2.1508365E-6,252.54198,-257.1092,2)
(-2.5536976E-6,165.14502,-253.30086,1)
(-4.2195825E-6,255.73041,-253.64323,2)
(-4.2195825E-6,255.73041,-253.64323,2)
(1.7120874E-5,252.18675,-257.16675,2)
(9.48435E-6,165.27847,-253.21378,1)
(1.2591408E-6,253.53886,-255.83385,2)
(1.2591408E-6,253.53886,-255.83385,2)
(1.2591408E-6,253.53886,-255.83385,2)
(1.4794539E-6,156.1458,-249.61877,1)
(1.1614311E-5,258.29004,-252.93109,2)
(1.1614311E-5,258.29004,-252.93109,2)
(1.1614311E-5,258.29004,-252.93109,2)
(2.9771998E-6,158.26907,-257.2208,1)
(6.4943924E-6,246.91183,-264.05002,2)
(6.4943924E-6,246.91183,-264.05002,2)
(6.4943924E-6,246.91183,-264.05002,2)
(2.1087112E-6,157.99216,-257.39102,1)
(3.2735988E-6,248.84225,-260.85245,2)
(3.2735988E-6,248.84225,-260.85245,2)
(3.2735988E-6,248.84225,-260.85245,2)
(-5.531205E-7,165.13992,-241.23082,1)
(1.053646E-5,252.8333,-256.98602,2)
(1.053646E-5,252.8333,-256.98602,2)
(-1.9592026E-5,252.31306,-257.3233,2)
(-1.5894676E-6,155.82004,-245.38022,1)
(3.954119E-7,253.64995,-256.00558,2)
(3.954119E-7,253.64995,-256.00558,2)
(3.954119E-7,253.64995,-256.00558,2)
(6.3661315E-7,155.71179,-245.4489,1)
(6.3065268E-6,240.45692,-268.4355,2)
(-8.134975E-6,237.85489,-270.7437,2)
(-8.134975E-6,237.85489,-270.7437,2)
(-3.318566E-6,157.11761,-248.93799,1)
(-1.6842603E-5,247.78375,-260.98868,2)
(-1.0217591E-5,248.5605,-260.24908,2)
(-1.0217591E-5,248.5605,-260.24908,2)
(-1.5051128E-6,157.19484,-249.52449,1)
(-5.89338E-6,252.82538,-256.1079,2)
(7.1465365E-6,247.63367,-261.1312,2)
(7.1465365E-6,247.63367,-261.1312,2)
